transaction_amount,account_age_days,transactions_last_24h,international_transaction,unusual_device,unusual_location,failed_login_attempts,distance_from_home_km,fraud
112.26,281,5,0,0,0,1,86.79,1
72.18,3962,9,0,0,0,0,30.8,0
81.26,1899,5,0,0,0,0,10.98,0
52.83,3985,3,0,0,0,2,56.39,0
252.26,3528,2,0,0,0,0,20.12,0
29.65,3919,5,1,0,0,1,75.76,1
39.31,2184,3,0,0,0,0,16.89,0
67.35,1709,3,0,0,1,0,20.32,1
147.09,2887,3,1,0,0,0,9.9,0
17.33,350,3,0,0,0,0,97.47,1
20.51,3365,4,0,0,1,0,13.05,0
10.66,1314,3,0,0,0,1,53.27,0
68.68,59,4,1,0,1,0,25.72,1
24.37,973,6,0,0,0,1,20.58,0
47.18,992,3,0,1,0,1,19.61,1
120.93,86,8,0,0,0,0,74.69,1
37.44,2684,2,0,0,0,0,159.59,1
82.12,408,8,1,0,0,0,69.18,1
50.94,3391,10,1,1,0,0,5.2,1
122.11,1829,6,0,1,0,0,53.46,1
102.27,2881,6,0,0,0,0,25.87,0
35.78,1378,5,0,0,0,0,27.14,0
57.3,554,6,0,0,0,0,34.68,0
170.61,746,6,0,0,0,0,29.85,0
95.02,2594,7,0,0,0,1,43.28,0
18.97,2872,5,0,0,0,1,24.94,0
120.31,1092,6,1,1,0,1,57.37,1
25.12,1447,3,0,0,0,0,31.58,0
237.76,3781,5,0,0,0,1,32.08,1
167.62,3411,3,1,0,0,0,29.42,0
86.57,1669,2,0,0,0,0,53.32,0
76.82,986,6,0,0,0,1,21.7,1
55.25,1226,9,0,0,0,1,43.38,0
122.81,2167,5,1,1,0,0,32.81,0
47.77,2280,2,0,0,0,0,75.49,0
82.44,761,2,0,0,0,1,22.85,0
146.17,291,8,0,0,0,1,58.21,1
40.22,1996,6,0,0,0,1,37.95,0
38.3,3195,5,0,0,0,0,71.61,0
22.76,635,4,0,0,0,0,31.98,0
25.58,1651,8,0,0,0,0,21.09,0
12.86,671,3,0,0,1,0,20.93,0
128.62,991,6,0,0,0,0,35.3,0
339.69,2460,6,1,0,0,1,30.0,0
240.52,1166,5,0,0,0,0,22.18,0
15.43,1077,7,0,1,0,0,35.89,1
128.04,3982,7,0,0,0,0,1.92,0
239.82,714,5,0,1,0,0,26.12,1
44.21,781,3,0,1,0,1,30.76,0
73.06,3721,7,0,0,0,0,6.5,0
10.95,2214,5,0,0,0,0,12.32,1
84.78,200,9,0,0,0,0,13.07,1
25.61,1717,7,1,0,0,0,28.75,1
79.81,2273,9,1,0,0,1,24.63,1
16.36,1035,3,0,0,0,0,24.91,0
108.7,2206,3,1,0,0,0,6.6,0
167.68,2604,10,0,0,0,1,61.86,0
32.95,1024,6,0,0,0,0,73.3,1
23.97,3255,8,0,0,0,0,8.61,0
9.58,1827,2,0,0,0,0,23.58,0
52.47,3854,7,0,0,0,0,24.46,1
39.51,378,6,1,0,0,0,40.2,1
16.51,1317,5,0,0,1,0,20.88,1
100.25,2893,5,0,0,0,0,57.82,0
44.48,3582,6,0,0,0,1,11.52,0
25.33,910,2,1,1,0,0,48.32,1
40.48,3921,12,1,0,0,0,39.31,1
174.89,797,5,0,0,0,0,9.68,0
114.74,1682,7,0,0,0,0,22.74,0
59.32,1280,6,0,0,0,0,10.76,0
116.42,1714,8,1,0,0,0,101.82,1
23.46,3612,7,0,0,0,0,26.34,0
68.66,2938,6,0,0,0,0,20.38,0
76.14,3191,4,0,0,0,0,5.44,0
43.69,1038,4,0,0,0,0,37.66,1
98.68,3789,10,0,0,0,0,22.38,1
33.04,1759,4,1,0,0,0,47.91,0
105.51,2618,4,0,0,0,0,81.93,0
109.58,2799,5,0,1,1,0,52.72,1
4.83,2661,3,0,0,0,1,12.44,0
194.66,2419,5,0,0,0,0,20.58,0
4.29,1935,6,0,0,0,1,8.82,1
38.3,2601,7,0,0,0,0,16.67,0
167.81,3623,6,0,0,0,1,59.99,1
50.12,1577,4,0,0,0,0,17.75,0
17.82,2058,5,0,0,0,0,48.28,0
24.92,744,7,0,1,0,0,19.57,1
168.04,1439,10,1,0,1,0,51.98,1
11.83,3095,7,0,0,0,1,12.17,0
184.21,2572,7,0,0,0,0,10.15,0
63.46,868,11,1,0,0,2,101.21,1
22.8,2198,7,1,0,0,0,13.26,0
39.46,3253,6,0,0,0,0,61.04,1
26.7,522,3,0,0,0,2,42.71,0
145.42,275,6,0,0,0,0,16.13,1
128.92,1589,4,0,0,0,0,16.31,0
14.19,2636,9,0,0,0,0,23.43,0
46.38,1273,9,0,0,0,0,61.93,1
30.67,3289,4,0,0,0,0,20.23,0
213.61,3391,5,0,0,0,0,48.06,1
19.78,2144,2,0,0,0,0,39.0,0
282.54,1534,7,0,1,0,0,39.91,1
64.72,195,5,0,0,0,1,103.55,1
23.44,3291,4,0,1,1,1,45.32,1
36.25,3584,4,0,0,0,0,39.48,0
32.41,1786,2,0,0,0,0,5.46,0
21.18,2080,6,0,0,0,0,73.2,0
72.63,3021,1,1,0,0,1,52.87,0
22.08,2790,5,1,0,1,2,38.38,0
9.37,567,3,0,0,0,0,23.29,0
47.38,2699,6,1,1,1,0,5.79,1
13.16,3700,6,0,0,0,0,44.56,0
33.89,3010,9,0,0,0,0,30.33,0
29.42,1937,5,0,0,0,0,98.33,0
30.44,2106,5,0,1,0,1,48.25,1
403.78,1061,7,0,0,0,1,33.43,1
70.16,2653,4,0,0,1,0,118.99,1
83.17,988,8,1,0,0,1,30.22,1
13.48,1387,4,1,0,0,0,92.7,0
37.02,1082,5,1,0,0,2,4.44,1
80.95,1361,8,0,0,0,1,134.7,1
26.52,1485,4,1,1,0,0,61.68,1
151.0,359,5,0,0,1,0,14.56,1
22.59,2878,2,0,0,0,0,110.58,0
51.54,1780,4,0,0,0,0,3.11,0
39.35,3799,5,1,0,0,0,10.44,0
77.32,748,3,0,0,0,0,43.49,0
37.47,2686,4,0,1,1,2,73.55,1
52.26,741,6,1,0,0,0,38.77,0
53.92,2202,4,0,0,0,1,6.26,0
34.43,1978,5,0,0,0,0,15.94,0
103.19,1810,8,0,1,0,0,19.88,0
82.64,2629,4,0,0,0,0,42.06,0
61.57,3317,6,0,0,0,0,27.62,0
45.27,1287,3,0,0,0,0,69.55,0
136.58,3403,3,0,0,0,1,5.77,0
53.93,763,7,0,0,0,0,48.46,1
50.6,1193,4,0,0,0,0,10.53,0
73.28,1263,8,0,0,0,0,82.89,0
307.02,3815,3,0,0,0,1,48.89,0
19.96,500,3,0,0,0,0,27.64,0
133.34,1598,7,0,0,0,0,22.57,0
12.14,1715,5,0,0,0,0,40.64,0
81.09,3206,4,0,0,1,0,68.06,1
275.22,1959,5,1,0,0,0,39.16,1
103.52,3868,5,0,0,0,0,27.5,0
77.75,2969,3,0,0,0,0,13.26,0
40.27,2823,9,0,1,0,1,26.52,1
68.58,3019,5,0,0,0,0,68.4,0
53.15,671,6,0,0,0,1,54.41,0
32.87,1812,4,1,1,0,0,74.92,0
51.37,2356,4,0,0,0,0,12.6,0
79.72,857,2,0,1,0,0,6.17,0
33.43,501,5,0,0,0,0,50.96,0
32.28,568,8,0,0,0,0,8.04,1
19.6,3162,4,0,0,0,0,74.86,0
94.79,2637,8,0,1,0,1,52.12,1
108.94,1146,7,0,0,0,1,38.29,0
82.15,2956,7,0,0,0,0,11.0,0
158.96,2790,5,1,0,0,0,30.44,0
72.17,3271,3,0,0,0,0,26.55,0
94.9,3643,8,0,0,0,1,39.55,0
87.66,3532,3,0,0,0,0,90.95,0
61.41,748,11,0,0,0,0,12.82,0
41.36,3083,4,0,0,0,0,23.28,0
489.18,1589,2,0,0,0,1,28.12,0
44.4,1630,2,0,0,0,0,78.09,1
36.62,2599,4,1,0,0,1,32.98,0
98.55,2420,3,0,0,0,0,48.62,0
83.65,1696,6,0,0,0,0,82.45,1
18.83,3997,5,0,1,0,1,38.19,1
183.17,724,5,0,0,0,0,23.54,0
61.27,414,4,0,0,0,0,71.34,0
24.54,145,4,0,0,0,1,88.75,1
194.4,3262,6,0,0,0,0,45.91,0
117.11,1644,8,0,0,0,1,17.42,0
21.37,1766,5,0,0,0,0,21.65,0
330.12,2607,10,0,0,0,0,88.14,0
120.65,1758,5,0,0,1,0,52.01,1
66.08,2308,4,0,0,0,0,24.77,0
279.0,262,8,1,0,0,1,5.22,1
76.97,650,4,0,0,0,0,52.82,0
65.02,3730,7,0,0,1,0,46.12,1
36.81,1819,8,0,1,0,0,52.11,0
112.58,694,6,0,0,0,0,15.2,0
102.41,1496,3,0,0,0,0,23.63,0
67.57,1359,6,1,0,0,1,65.06,1
32.75,1118,3,0,0,0,0,1.84,0
74.96,1195,4,0,0,0,0,23.41,0
62.63,2925,4,0,0,0,0,7.34,0
20.08,453,5,0,0,0,1,13.55,0
17.73,1259,7,0,1,1,1,58.4,1
110.9,1887,7,0,0,1,0,27.2,0
6.41,2174,5,0,0,0,0,11.27,0
80.23,3525,7,0,0,0,0,43.42,1
43.37,3695,2,0,0,0,1,18.71,0
216.46,1210,5,0,0,0,0,26.34,0
42.77,2170,5,1,0,1,0,35.09,0
120.73,118,3,0,0,0,0,75.22,0
46.65,2479,6,0,0,0,1,35.09,0
73.87,637,6,1,0,0,1,22.11,0
129.43,320,4,0,0,0,1,41.67,0
43.98,2696,6,0,0,0,1,43.72,0
163.51,737,10,0,0,0,0,20.42,1
27.27,1925,6,0,0,0,0,27.19,0
86.93,430,3,1,0,0,1,29.65,0
152.99,2990,5,0,0,0,0,66.68,1
120.79,3066,4,0,0,0,0,2.08,0
374.2,2311,5,0,0,0,0,39.99,0
33.55,3348,4,0,0,0,0,55.39,1
19.27,1764,2,0,0,0,0,65.26,0
27.25,770,5,0,0,0,0,6.74,0
120.83,630,10,0,1,0,0,6.5,1
104.39,900,5,0,0,0,0,17.94,0
73.11,825,3,0,0,0,0,49.34,0
24.27,1313,4,0,0,0,0,59.91,0
132.98,880,1,0,0,0,0,5.5,0
22.15,2376,2,0,0,0,0,35.77,0
189.25,618,4,0,0,0,0,57.64,0
872.79,2498,5,0,0,0,0,21.26,1
92.74,1356,2,0,0,0,1,37.96,0
112.71,2756,7,1,0,0,0,9.63,0
42.8,2066,7,1,0,0,1,45.81,1
13.08,3623,5,0,0,0,0,25.96,0
38.77,1776,3,0,0,0,2,23.81,0
24.94,1201,3,1,0,0,0,36.73,1
18.13,2368,4,0,0,0,0,4.55,0
314.23,2645,8,0,0,0,0,18.49,0
85.25,1773,5,0,0,0,0,57.67,0
93.85,2252,3,0,0,0,0,5.43,0
50.5,1899,2,0,0,0,1,6.21,0
57.08,1244,7,0,0,1,0,20.26,0
158.87,1274,6,0,0,0,2,29.42,0
64.77,3632,3,0,0,1,0,35.14,0
107.51,2711,9,0,0,0,0,97.8,1
55.9,409,5,0,0,0,0,36.12,0
49.01,3849,4,1,0,0,0,39.75,0
18.8,2856,3,0,0,1,0,65.45,0
11.25,229,4,0,0,0,0,14.36,0
52.7,2919,5,0,1,0,0,40.85,0
70.16,2370,2,0,0,0,0,48.93,0
20.96,3663,7,0,0,0,2,44.12,1
64.65,1972,3,0,0,0,0,35.2,0
69.99,2088,6,0,1,0,0,33.3,0
9.58,1279,4,1,0,0,0,11.31,1
29.26,1306,4,0,0,0,1,22.22,0
96.21,2483,7,0,0,1,0,82.4,0
94.48,3316,7,1,1,0,0,18.1,0
23.61,3565,4,0,1,0,1,30.91,0
76.91,3090,4,0,0,0,1,29.35,0
167.36,2450,5,0,0,0,0,40.88,0
134.2,2016,8,1,0,0,0,29.15,1
61.21,1378,6,0,0,0,1,25.48,1
43.76,3078,11,0,0,0,0,56.34,1
37.85,1293,6,0,0,0,0,36.07,1
101.6,1093,4,0,0,0,0,33.35,0
79.49,3475,5,0,0,0,0,19.2,0
117.5,2370,5,1,0,0,0,22.74,0
75.09,1436,7,0,0,0,1,37.17,1
139.34,3464,9,1,0,0,1,60.26,1
72.61,3851,6,0,0,1,0,74.7,0
135.13,1292,2,0,0,0,0,39.47,0
146.02,2100,4,0,0,0,1,109.66,1
32.33,1949,4,0,0,1,0,24.35,0
13.1,2815,4,0,0,0,0,24.22,0
267.51,3805,12,0,0,1,1,68.58,1
84.01,2207,5,0,0,0,0,34.49,0
14.25,3198,5,0,0,0,0,19.73,0
35.08,2394,2,0,0,0,0,30.18,0
133.58,3551,6,0,0,0,0,12.78,0
51.85,1636,4,0,0,0,0,26.72,0
42.06,1559,5,0,1,0,0,11.44,1
235.28,1707,5,0,0,0,1,12.76,0
25.98,3986,8,1,0,0,0,36.87,0
32.51,2457,4,0,0,0,0,3.05,0
80.66,635,5,0,0,1,0,11.57,0
94.77,192,6,0,0,0,1,16.04,0
104.24,2089,4,0,1,0,0,22.02,1
151.43,3228,4,0,0,0,1,46.06,0
79.74,1932,6,1,0,0,1,21.38,1
103.59,2254,4,0,0,0,1,80.41,0
52.81,3199,4,1,0,0,0,17.91,1
70.56,2079,6,0,0,0,0,3.41,0
73.46,3637,3,1,0,0,1,12.25,0
80.93,2562,5,0,0,0,0,36.48,1
133.66,2932,7,0,0,0,0,12.72,0
109.91,3132,3,1,1,1,0,17.5,0
69.39,2518,5,0,0,0,0,68.2,0
32.19,228,3,0,0,0,1,82.7,1
70.87,1726,6,0,0,0,0,8.19,0
65.03,591,3,0,0,0,1,25.27,0
79.35,2055,8,1,0,1,0,35.84,1
485.84,598,3,0,0,0,0,58.14,0
41.62,2051,2,0,0,1,0,21.19,0
97.52,1395,5,0,1,0,0,35.62,0
174.45,110,3,0,1,0,0,65.39,0
72.84,525,4,0,0,0,0,30.9,0
546.79,2027,7,0,0,0,0,1.49,0
47.45,342,6,0,0,0,0,25.07,0
89.27,3428,3,0,0,0,0,14.97,0
32.49,3042,6,0,0,0,0,15.91,0
48.6,2845,4,0,0,0,1,17.06,0
83.43,713,6,0,1,0,3,2.95,1
142.83,3188,8,0,0,0,0,78.91,1
88.87,2549,7,0,0,0,0,60.75,0
207.1,1580,5,1,0,0,0,87.13,0
61.22,31,3,0,0,0,0,115.27,1
49.45,2130,3,0,0,0,0,34.67,0
760.2,3189,5,0,0,1,0,19.49,1
95.09,162,3,0,1,0,1,42.25,1
34.9,238,4,0,0,0,2,43.6,1
35.7,1550,9,0,0,0,0,19.43,0
28.55,2060,6,0,0,0,1,18.96,0
154.92,1913,5,0,0,0,1,28.13,0
48.04,1722,4,0,0,1,0,17.79,0
74.79,1043,2,0,0,0,0,43.93,0
62.98,267,5,0,0,0,1,9.89,0
128.81,154,6,0,0,0,0,51.12,1
31.12,422,8,1,0,0,1,73.34,1
25.33,2770,5,0,0,0,1,83.66,0
81.6,3150,4,0,0,0,2,127.11,1
114.53,1757,3,1,0,0,0,44.44,1
89.95,337,3,0,0,0,0,8.24,0
32.18,1680,3,0,0,0,1,32.77,1
122.7,3943,5,1,0,1,2,109.08,1
34.14,1022,7,1,0,0,0,81.91,1
41.7,1979,4,0,0,0,0,23.96,0
28.52,2165,5,0,0,0,0,4.02,0
215.09,1339,6,0,0,0,1,42.79,0
117.93,1768,9,1,0,0,1,7.71,0
114.95,1902,6,1,0,0,1,41.91,1
204.89,1911,6,0,0,0,0,45.65,0
838.31,2879,3,1,0,1,0,79.21,1
14.32,2336,3,0,0,0,1,4.57,0
34.31,241,5,0,0,0,0,58.55,1
38.3,55,6,0,0,0,1,28.34,0
31.01,1660,6,0,0,1,0,93.65,1
25.28,3633,3,1,0,0,0,55.84,0
50.92,176,6,0,0,0,0,34.88,0
22.31,312,4,0,0,0,0,14.53,0
90.16,2726,4,0,0,0,0,30.64,0
69.86,1820,5,0,0,0,0,68.73,0
102.81,945,8,0,0,0,0,30.79,0
105.31,853,7,1,0,0,0,30.01,0
114.74,2670,7,0,0,0,0,31.25,0
47.65,2109,4,0,0,0,0,19.52,0
449.9,2563,7,0,0,0,0,13.13,0
82.35,1142,4,0,0,1,0,15.09,0
12.48,2119,3,1,0,0,1,33.47,1
27.05,3444,3,0,0,0,1,60.53,0
13.92,1286,7,1,0,0,0,37.06,1
67.73,1603,3,0,0,0,1,69.66,1
59.76,680,3,0,0,0,1,82.9,1
43.75,2565,6,1,0,0,0,113.83,1
407.42,159,4,1,1,0,0,107.13,1
109.3,1018,5,0,0,1,1,8.82,1
128.19,2860,9,0,0,0,0,48.11,0
28.85,107,3,0,0,0,1,22.38,0
27.13,3956,4,0,0,0,0,15.72,0
68.93,1634,5,1,1,0,0,26.64,1
77.92,1612,5,0,0,0,0,89.08,1
12.54,2159,7,0,0,0,0,68.96,0
56.7,2567,5,0,0,0,0,33.74,0
67.54,1854,6,0,0,0,1,53.87,0
54.95,3540,6,0,0,0,0,43.46,1
32.07,3849,8,0,1,0,0,26.69,0
41.03,825,3,1,0,0,0,17.7,1
56.87,2836,9,0,0,0,0,30.61,0
72.36,1224,6,1,1,0,0,56.42,0
114.93,3982,4,0,0,0,1,96.11,0
176.4,1035,2,0,0,0,2,48.49,1
51.17,1201,5,0,0,0,1,20.67,0
44.23,2865,4,0,0,0,0,13.86,0
98.88,3162,1,0,0,0,0,42.33,0
115.56,540,4,0,0,1,0,4.75,0
45.12,2235,2,0,1,0,0,157.86,1
135.82,1402,6,0,0,0,1,47.81,0
161.04,2458,5,0,0,0,0,78.75,0
213.26,2240,4,0,0,0,0,65.98,1
330.46,3943,3,0,0,0,1,47.2,0
30.58,3736,4,0,0,0,0,45.03,0
67.53,2626,5,0,0,0,0,58.63,0
67.37,2727,7,0,0,0,1,24.79,0
61.05,3598,6,1,0,0,0,34.2,0
37.18,758,3,0,0,0,0,61.05,0
17.51,2911,3,0,0,0,0,8.8,0
72.49,3095,6,1,0,0,0,33.31,0
33.4,535,5,1,0,0,1,30.25,1
72.05,3528,10,0,0,1,0,4.4,0
32.63,2806,7,0,0,0,1,50.69,0
24.79,1408,4,0,1,0,0,39.37,1
82.34,1952,2,1,0,0,0,33.26,0
76.39,1973,5,0,1,0,0,69.42,0
112.32,3677,5,0,0,0,0,61.73,0
476.89,3877,4,1,0,0,0,65.13,1
85.59,3233,6,0,0,0,0,30.57,1
103.19,2619,6,0,0,0,1,24.19,1
25.28,443,5,0,0,0,0,38.68,0
20.94,3661,1,0,0,0,0,46.88,0
277.15,561,7,0,0,0,1,55.43,0
29.05,692,5,0,0,0,0,15.69,0
26.06,306,9,0,0,0,1,44.64,1
64.38,3792,6,0,0,0,1,75.08,1
61.49,1988,5,0,1,0,1,17.58,1
29.6,966,4,0,0,0,1,4.12,0
50.68,350,5,0,0,0,0,1.83,0
201.63,1665,6,0,0,0,1,23.97,0
32.29,2903,3,0,0,0,0,13.14,0
19.02,3978,6,0,1,0,0,49.14,0
155.76,2222,1,0,0,0,0,43.35,0
103.86,2440,5,0,1,0,0,5.44,0
38.15,3348,5,0,0,0,0,72.7,0
16.06,3610,4,0,0,0,0,18.96,0
34.12,1140,5,1,0,0,0,14.84,0
63.48,3967,8,0,0,0,1,41.72,0
190.4,2090,3,0,0,0,0,22.49,0
26.23,3722,2,0,0,0,0,38.97,0
61.8,496,9,1,1,0,0,29.44,1
122.44,416,2,0,0,0,0,78.52,0
7.82,3541,5,0,0,1,0,39.64,0
169.09,2700,4,0,0,0,0,26.73,0
23.01,724,7,0,0,1,1,32.39,1
89.91,3582,6,0,1,1,0,67.39,1
83.26,436,3,0,0,0,0,15.86,0
177.0,2738,7,0,0,0,0,51.1,0
109.49,844,4,0,0,0,0,33.83,0
7.85,310,6,0,0,0,0,34.67,1
32.91,3230,7,0,1,0,1,13.22,0
75.52,3394,7,0,0,0,0,24.09,0
55.95,450,3,1,0,0,1,20.25,1
102.5,399,5,0,0,0,0,33.7,0
135.7,2469,7,0,0,0,0,9.2,0
115.31,143,7,0,0,0,0,3.66,0
54.99,2992,5,0,0,0,0,22.36,0
12.66,3665,5,0,0,1,0,68.34,0
44.26,3011,3,1,0,0,0,47.81,0
97.0,945,5,0,0,0,1,31.07,0
24.99,784,4,1,0,0,1,14.1,0
117.7,2731,6,0,0,0,0,1.6,0
151.04,274,5,1,0,0,1,18.84,0
74.75,2164,6,0,0,0,0,27.78,0
4.23,1811,5,0,0,1,0,11.6,0
21.11,2986,4,0,0,0,0,45.24,0
364.15,833,6,0,0,1,1,44.41,0
40.78,3056,4,0,0,0,1,22.04,0
11.18,2806,1,0,0,0,1,29.14,0
202.7,977,5,0,1,1,0,28.65,1
67.49,1446,7,0,0,0,1,42.21,0
180.27,292,6,1,0,0,0,15.42,1
85.56,1813,4,0,0,0,1,149.55,0
100.76,1064,7,0,0,0,0,9.14,0
92.45,480,5,0,0,0,0,15.62,0
124.93,2252,3,0,1,0,1,37.73,1
517.85,2283,4,1,0,0,0,97.12,1
159.8,371,3,1,0,0,0,20.61,1
16.08,766,5,0,0,0,0,13.64,0
99.68,357,7,0,0,0,0,25.79,0
186.3,2725,2,1,0,0,1,52.15,0
196.85,1371,7,0,0,0,1,54.07,1
45.42,312,4,1,0,0,0,47.64,1
190.27,790,1,0,0,0,0,104.25,0
153.69,3904,13,0,0,0,0,54.27,1
675.37,1045,5,0,0,0,0,62.11,0
33.95,2747,5,0,0,0,0,66.47,0
42.24,1889,6,1,0,0,0,12.19,0
50.63,751,9,0,0,0,1,28.3,0
42.9,1250,8,0,0,1,0,15.88,0
29.93,85,5,0,0,0,1,17.2,0
5.55,2995,2,0,0,0,0,23.79,0
45.09,1357,2,1,0,0,0,41.46,1
92.98,2011,5,0,0,0,0,93.95,0
42.78,636,3,0,0,0,0,50.6,0
380.64,3302,7,0,1,0,2,44.25,1
67.49,897,1,1,1,0,1,24.24,0
213.14,2278,5,0,0,0,1,100.47,1
84.38,3494,3,0,0,0,0,8.47,0
140.3,2861,3,0,1,0,1,55.28,0
85.74,2424,7,0,0,0,0,4.1,0
228.58,3555,9,0,0,1,1,35.67,1
70.13,730,7,0,1,0,0,66.94,1
104.22,3855,2,0,0,0,0,32.68,0
92.73,2239,7,1,0,0,0,79.75,1
51.45,1657,5,0,0,0,0,14.06,0
96.01,1045,5,0,0,0,0,1.46,0
498.17,2987,5,1,0,0,0,9.18,0
52.28,3905,2,0,0,0,0,24.75,1
97.27,2769,3,0,0,0,0,41.61,0
206.85,160,4,1,0,0,0,18.56,0
186.09,1892,7,0,0,0,0,35.82,0
67.39,2937,3,0,0,0,0,48.02,0
7.81,1607,4,0,0,0,0,14.95,0
106.17,3098,5,0,1,0,0,15.36,1
9.05,2837,10,1,0,0,1,7.31,1
250.37,296,2,0,0,0,0,79.76,0
77.67,2245,6,0,0,0,0,81.08,0
163.97,712,7,1,1,0,0,35.54,1
29.61,1961,4,1,0,0,0,10.04,0
16.49,1555,7,0,0,0,0,90.87,0
84.33,3233,4,0,0,0,0,15.38,0
64.7,3476,7,0,0,0,0,7.72,0
42.85,1862,8,0,0,0,0,15.01,0
71.97,2161,5,1,0,0,1,13.33,1
804.88,2515,5,0,0,0,0,10.54,0
141.33,2631,5,0,0,0,0,18.33,0
171.49,2552,4,0,0,0,0,33.42,1
142.53,3138,5,0,0,0,1,54.8,0
252.53,3928,2,0,0,0,0,26.16,0
56.2,3317,3,0,0,0,0,26.31,0
10.49,564,6,0,0,0,1,25.64,0
56.28,1920,9,0,0,0,0,7.72,0
138.46,1861,4,0,0,0,0,53.78,0
27.86,2049,6,1,0,0,0,67.3,1
56.9,2127,6,0,0,0,0,87.92,0
35.78,2880,4,0,0,0,0,23.02,0
257.71,1701,5,0,0,0,1,84.34,1
130.91,1075,3,0,0,0,0,58.76,0
119.87,1846,10,0,0,0,1,11.16,1
116.68,3422,8,1,0,0,0,15.42,0
64.49,1266,6,0,0,0,0,33.97,1
79.66,112,5,0,0,0,1,26.3,0
22.95,3905,7,0,0,0,0,9.27,0
9.32,807,5,1,0,0,0,33.77,0
76.33,2423,2,0,0,0,0,34.43,0
89.26,3206,3,0,0,0,1,58.25,0
198.01,1119,4,0,0,0,0,19.91,0
274.29,1380,7,0,0,0,0,15.85,0
273.96,1143,6,0,0,0,0,7.18,0
27.16,624,2,0,0,0,1,38.72,0
48.57,637,5,0,1,0,0,35.34,0
102.75,771,7,0,0,0,0,96.07,1
651.13,1848,2,0,0,0,1,55.45,0
252.67,2137,5,0,0,0,0,20.03,0
182.63,93,4,0,1,0,0,32.06,0
47.04,3389,6,0,0,0,1,9.06,0
30.12,2713,7,0,0,0,0,22.86,0
135.64,310,6,0,0,0,0,36.53,0
24.76,3375,7,0,0,0,0,99.2,1
53.81,151,5,0,0,0,0,13.22,0
60.14,2255,7,0,0,0,0,78.0,0
279.67,1876,2,0,0,0,0,38.38,0
48.46,2023,2,0,0,0,0,54.55,1
7.42,3826,6,0,0,0,0,31.14,0
105.0,3710,6,0,0,0,0,17.16,0
35.55,1137,5,1,0,1,0,75.13,1
69.29,2331,5,1,0,0,1,21.48,1
61.68,3837,7,0,0,0,0,52.35,0
52.13,2923,4,0,1,0,1,9.87,1
135.82,3554,6,0,0,0,1,12.47,0
16.78,1756,8,0,0,0,0,4.17,0
41.87,1154,9,0,0,0,0,28.44,1
123.43,2057,5,1,0,0,1,38.42,1
38.37,3273,4,0,0,0,0,32.01,1
15.68,3717,7,0,0,0,0,7.07,1
121.72,2752,5,0,0,0,0,12.69,0
183.24,2834,3,0,0,0,0,53.92,0
64.04,2061,4,0,0,0,0,19.61,0
11.42,1298,7,0,0,0,0,33.24,1
125.89,1708,4,0,0,0,0,18.4,0
14.97,2005,2,0,0,0,0,49.5,0
88.05,3267,2,1,0,1,0,18.57,0
30.0,2234,6,0,0,0,1,26.57,1
23.48,3178,4,0,0,0,0,64.16,0
44.8,138,8,0,0,0,1,32.54,1
56.54,3035,4,0,0,0,0,14.12,0
37.35,2043,5,0,0,0,0,43.88,0
113.28,3993,3,0,1,0,1,7.06,0
44.64,1902,3,0,0,0,0,13.58,0
161.12,1929,7,0,0,0,0,7.75,0
85.89,536,6,0,0,0,2,50.44,0
35.59,3233,2,0,0,0,1,41.57,0
30.59,2815,2,0,1,1,1,46.6,1
15.14,3454,3,0,0,0,1,37.01,0
86.63,398,4,0,0,0,0,74.1,0
48.47,870,7,0,1,0,0,36.35,0
7.89,3511,4,0,0,0,0,19.37,0
41.18,197,5,0,0,0,1,14.66,0
29.64,2047,3,0,0,0,0,35.95,0
275.37,1636,3,0,0,1,0,69.9,0
14.4,3759,4,0,0,0,0,9.56,0
18.22,3431,9,0,0,0,0,45.73,0
181.09,3589,3,1,0,0,0,26.56,1
226.12,1177,4,0,0,1,0,62.7,1
34.11,2362,2,0,1,0,0,6.08,0
37.76,2809,2,0,0,1,0,96.33,1
116.12,3870,6,0,0,0,1,26.28,0
8.21,59,6,0,0,0,0,4.84,0
12.49,3908,6,0,0,0,1,9.35,0
51.8,1440,6,0,0,0,0,105.58,0
269.05,539,4,0,1,0,0,45.58,1
45.05,2473,5,0,0,0,0,23.94,0
73.03,3132,7,0,0,0,0,121.91,1
185.01,545,8,0,0,1,1,35.2,1
444.17,191,7,1,0,0,0,60.05,1
39.68,3589,6,0,0,0,1,12.52,0
65.68,3736,4,0,0,0,0,23.16,0
343.73,650,5,0,0,0,0,34.76,0
16.95,3619,5,0,0,0,0,20.86,0
168.14,3641,5,0,0,0,0,73.48,0
26.67,3989,3,0,1,0,0,44.6,0
73.13,889,5,0,1,0,1,9.3,1
53.61,2327,5,0,0,0,1,25.2,1
28.16,3977,5,0,0,0,0,15.0,0
27.53,3613,11,0,0,1,0,45.4,1
85.52,2430,5,0,0,0,1,20.76,0
163.36,812,6,0,0,0,0,4.84,0
59.34,364,6,1,0,0,0,39.99,1
71.03,1058,5,0,0,0,0,19.79,0
111.5,289,6,1,0,0,0,80.98,1
27.81,805,8,0,0,0,1,10.81,0
129.76,327,3,0,0,0,0,15.89,0
139.41,3056,2,0,0,0,0,24.25,0
694.55,2371,4,0,0,0,0,41.68,0
